Stetemnet: 1, Suspicious_Value: 1
Stetemnet: 2, Suspicious_Value: 1
Stetemnet: 71, Suspicious_Value: 1
Stetemnet: 72, Suspicious_Value: 1
Stetemnet: 206, Suspicious_Value: 1
Stetemnet: 207, Suspicious_Value: 1
Stetemnet: 208, Suspicious_Value: 1
Stetemnet: 209, Suspicious_Value: 1
Stetemnet: 210, Suspicious_Value: 1
Stetemnet: 265, Suspicious_Value: 1
Stetemnet: 266, Suspicious_Value: 1
Stetemnet: 267, Suspicious_Value: 1
Stetemnet: 268, Suspicious_Value: 1
Stetemnet: 272, Suspicious_Value: 1
Stetemnet: 276, Suspicious_Value: 1
Stetemnet: 277, Suspicious_Value: 1
Stetemnet: 278, Suspicious_Value: 1
Stetemnet: 279, Suspicious_Value: 1
Stetemnet: 280, Suspicious_Value: 1
Stetemnet: 281, Suspicious_Value: 1
Stetemnet: 282, Suspicious_Value: 1
Stetemnet: 283, Suspicious_Value: 1
Stetemnet: 284, Suspicious_Value: 1
Stetemnet: 285, Suspicious_Value: 1
Stetemnet: 286, Suspicious_Value: 1
Stetemnet: 287, Suspicious_Value: 1
Stetemnet: 288, Suspicious_Value: 1
Stetemnet: 289, Suspicious_Value: 1
Stetemnet: 290, Suspicious_Value: 1
Stetemnet: 291, Suspicious_Value: 1
Stetemnet: 292, Suspicious_Value: 1
Stetemnet: 293, Suspicious_Value: 1
Stetemnet: 294, Suspicious_Value: 1
Stetemnet: 295, Suspicious_Value: 1
Stetemnet: 342, Suspicious_Value: 1
Stetemnet: 343, Suspicious_Value: 1
Stetemnet: 344, Suspicious_Value: 1
Stetemnet: 345, Suspicious_Value: 1
Stetemnet: 349, Suspicious_Value: 1
Stetemnet: 350, Suspicious_Value: 1
Stetemnet: 354, Suspicious_Value: 1
Stetemnet: 355, Suspicious_Value: 1
Stetemnet: 356, Suspicious_Value: 1
Stetemnet: 357, Suspicious_Value: 1
Stetemnet: 358, Suspicious_Value: 1
Stetemnet: 359, Suspicious_Value: 1
Stetemnet: 360, Suspicious_Value: 1
Stetemnet: 361, Suspicious_Value: 1
Stetemnet: 362, Suspicious_Value: 1
Stetemnet: 363, Suspicious_Value: 1
Stetemnet: 364, Suspicious_Value: 1
Stetemnet: 365, Suspicious_Value: 1
Stetemnet: 366, Suspicious_Value: 1
Stetemnet: 367, Suspicious_Value: 1
Stetemnet: 368, Suspicious_Value: 1
Stetemnet: 369, Suspicious_Value: 1
Stetemnet: 371, Suspicious_Value: 1
Stetemnet: 373, Suspicious_Value: 1
Stetemnet: 374, Suspicious_Value: 1
Stetemnet: 375, Suspicious_Value: 1
Stetemnet: 376, Suspicious_Value: 1
Stetemnet: 377, Suspicious_Value: 1
Stetemnet: 378, Suspicious_Value: 1
Stetemnet: 379, Suspicious_Value: 1
Stetemnet: 539, Suspicious_Value: 1
Stetemnet: 543, Suspicious_Value: 1
Stetemnet: 548, Suspicious_Value: 1
Stetemnet: 380, Suspicious_Value: 0.992754
Stetemnet: 381, Suspicious_Value: 0.992754
Stetemnet: 382, Suspicious_Value: 0.992754
Stetemnet: 383, Suspicious_Value: 0.992754
Stetemnet: 384, Suspicious_Value: 0.992754
Stetemnet: 385, Suspicious_Value: 0.992754
Stetemnet: 482, Suspicious_Value: 0.992754
Stetemnet: 485, Suspicious_Value: 0.992754
Stetemnet: 811, Suspicious_Value: 0.992754
Stetemnet: 192, Suspicious_Value: 0.985507
Stetemnet: 193, Suspicious_Value: 0.985507
Stetemnet: 483, Suspicious_Value: 0.963768
Stetemnet: 484, Suspicious_Value: 0.963768
Stetemnet: 486, Suspicious_Value: 0.963768
Stetemnet: 487, Suspicious_Value: 0.963768
Stetemnet: 807, Suspicious_Value: 0.963768
Stetemnet: 808, Suspicious_Value: 0.963768
Stetemnet: 809, Suspicious_Value: 0.963768
Stetemnet: 810, Suspicious_Value: 0.963768
Stetemnet: 608, Suspicious_Value: 0.949275
Stetemnet: 609, Suspicious_Value: 0.949275
Stetemnet: 501, Suspicious_Value: 0.797101
Stetemnet: 503, Suspicious_Value: 0.797101
Stetemnet: 504, Suspicious_Value: 0.797101
Stetemnet: 489, Suspicious_Value: 0.768116
Stetemnet: 491, Suspicious_Value: 0.768116
Stetemnet: 492, Suspicious_Value: 0.768116
Stetemnet: 496, Suspicious_Value: 0.768116
Stetemnet: 498, Suspicious_Value: 0.768116
Stetemnet: 499, Suspicious_Value: 0.768116
Stetemnet: 91, Suspicious_Value: 0.731884
Stetemnet: 92, Suspicious_Value: 0.731884
Stetemnet: 195, Suspicious_Value: 0.623188
