Stetemnet: 10468, Suspicious_Value: 1
Stetemnet: 23659, Suspicious_Value: 1
Stetemnet: 23660, Suspicious_Value: 0.975186
Stetemnet: 23662, Suspicious_Value: 0.975186
Stetemnet: 23663, Suspicious_Value: 0.975186
Stetemnet: 23668, Suspicious_Value: 0.975186
Stetemnet: 9545, Suspicious_Value: 0.972705
Stetemnet: 23664, Suspicious_Value: 0.942139
Stetemnet: 23665, Suspicious_Value: 0.942139
Stetemnet: 23666, Suspicious_Value: 0.942139
Stetemnet: 9502, Suspicious_Value: 0.920596
Stetemnet: 24313, Suspicious_Value: 0.904128
Stetemnet: 24314, Suspicious_Value: 0.904128
Stetemnet: 24888, Suspicious_Value: 0.904128
Stetemnet: 24889, Suspicious_Value: 0.904128
Stetemnet: 24890, Suspicious_Value: 0.904128
Stetemnet: 24891, Suspicious_Value: 0.904128
Stetemnet: 24892, Suspicious_Value: 0.904128
Stetemnet: 24893, Suspicious_Value: 0.904128
Stetemnet: 24894, Suspicious_Value: 0.904128
Stetemnet: 24895, Suspicious_Value: 0.904128
Stetemnet: 24896, Suspicious_Value: 0.904128
Stetemnet: 24897, Suspicious_Value: 0.904128
Stetemnet: 24898, Suspicious_Value: 0.904128
Stetemnet: 24899, Suspicious_Value: 0.904128
Stetemnet: 24900, Suspicious_Value: 0.904128
Stetemnet: 24901, Suspicious_Value: 0.904128
Stetemnet: 24903, Suspicious_Value: 0.904128
Stetemnet: 24963, Suspicious_Value: 0.899165
Stetemnet: 24968, Suspicious_Value: 0.899165
Stetemnet: 24979, Suspicious_Value: 0.899165
Stetemnet: 24981, Suspicious_Value: 0.899165
Stetemnet: 25004, Suspicious_Value: 0.899165
Stetemnet: 25005, Suspicious_Value: 0.899165
Stetemnet: 25006, Suspicious_Value: 0.899165
Stetemnet: 25007, Suspicious_Value: 0.899165
Stetemnet: 25008, Suspicious_Value: 0.899165
Stetemnet: 25009, Suspicious_Value: 0.899165
Stetemnet: 22987, Suspicious_Value: 0.870178
Stetemnet: 22988, Suspicious_Value: 0.870178
Stetemnet: 22989, Suspicious_Value: 0.870178
Stetemnet: 9505, Suspicious_Value: 0.861042
Stetemnet: 9503, Suspicious_Value: 0.858561
Stetemnet: 9504, Suspicious_Value: 0.858561
Stetemnet: 9506, Suspicious_Value: 0.858561
Stetemnet: 9232, Suspicious_Value: 0.851117
Stetemnet: 10464, Suspicious_Value: 0.851117
Stetemnet: 10465, Suspicious_Value: 0.851117
Stetemnet: 10466, Suspicious_Value: 0.851117
Stetemnet: 10472, Suspicious_Value: 0.851117
Stetemnet: 24299, Suspicious_Value: 0.849538
Stetemnet: 24300, Suspicious_Value: 0.849538
Stetemnet: 24727, Suspicious_Value: 0.849538
Stetemnet: 24728, Suspicious_Value: 0.849538
Stetemnet: 24729, Suspicious_Value: 0.849538
Stetemnet: 24730, Suspicious_Value: 0.849538
Stetemnet: 24732, Suspicious_Value: 0.849538
Stetemnet: 24733, Suspicious_Value: 0.849538
Stetemnet: 24735, Suspicious_Value: 0.849538
Stetemnet: 24737, Suspicious_Value: 0.849538
Stetemnet: 9540, Suspicious_Value: 0.848635
Stetemnet: 9541, Suspicious_Value: 0.848635
Stetemnet: 9542, Suspicious_Value: 0.848635
Stetemnet: 9543, Suspicious_Value: 0.848635
Stetemnet: 9544, Suspicious_Value: 0.848635
Stetemnet: 9546, Suspicious_Value: 0.848635
Stetemnet: 23368, Suspicious_Value: 0.847846
Stetemnet: 23369, Suspicious_Value: 0.847846
Stetemnet: 23370, Suspicious_Value: 0.847846
Stetemnet: 23371, Suspicious_Value: 0.847846
Stetemnet: 23373, Suspicious_Value: 0.847846
Stetemnet: 23374, Suspicious_Value: 0.847846
Stetemnet: 23375, Suspicious_Value: 0.847846
Stetemnet: 23376, Suspicious_Value: 0.847846
Stetemnet: 23377, Suspicious_Value: 0.847846
Stetemnet: 23378, Suspicious_Value: 0.847846
Stetemnet: 23414, Suspicious_Value: 0.847846
Stetemnet: 23415, Suspicious_Value: 0.847846
Stetemnet: 23418, Suspicious_Value: 0.847846
Stetemnet: 23419, Suspicious_Value: 0.847846
Stetemnet: 23420, Suspicious_Value: 0.847846
Stetemnet: 23421, Suspicious_Value: 0.847846
Stetemnet: 23422, Suspicious_Value: 0.847846
Stetemnet: 23425, Suspicious_Value: 0.847846
Stetemnet: 23455, Suspicious_Value: 0.847846
Stetemnet: 23456, Suspicious_Value: 0.847846
Stetemnet: 23457, Suspicious_Value: 0.847846
Stetemnet: 23458, Suspicious_Value: 0.847846
Stetemnet: 23459, Suspicious_Value: 0.847846
Stetemnet: 24809, Suspicious_Value: 0.844575
Stetemnet: 24811, Suspicious_Value: 0.844575
Stetemnet: 9240, Suspicious_Value: 0.83871
Stetemnet: 9344, Suspicious_Value: 0.836228
Stetemnet: 10398, Suspicious_Value: 0.836228
Stetemnet: 10400, Suspicious_Value: 0.836228
Stetemnet: 10401, Suspicious_Value: 0.836228
Stetemnet: 10402, Suspicious_Value: 0.836228
Stetemnet: 10403, Suspicious_Value: 0.836228
Stetemnet: 10406, Suspicious_Value: 0.836228
Stetemnet: 10407, Suspicious_Value: 0.836228
