Stetemnet: 46, Suspicious_Value: 1
Stetemnet: 47, Suspicious_Value: 1
Stetemnet: 48, Suspicious_Value: 1
Stetemnet: 50, Suspicious_Value: 1
Stetemnet: 52, Suspicious_Value: 1
Stetemnet: 54, Suspicious_Value: 1
Stetemnet: 55, Suspicious_Value: 1
Stetemnet: 56, Suspicious_Value: 1
Stetemnet: 57, Suspicious_Value: 1
Stetemnet: 58, Suspicious_Value: 1
Stetemnet: 59, Suspicious_Value: 1
Stetemnet: 60, Suspicious_Value: 1
Stetemnet: 61, Suspicious_Value: 1
Stetemnet: 62, Suspicious_Value: 1
Stetemnet: 63, Suspicious_Value: 1
Stetemnet: 64, Suspicious_Value: 1
Stetemnet: 65, Suspicious_Value: 1
Stetemnet: 66, Suspicious_Value: 1
Stetemnet: 756, Suspicious_Value: 1
Stetemnet: 757, Suspicious_Value: 1
Stetemnet: 758, Suspicious_Value: 1
Stetemnet: 759, Suspicious_Value: 1
Stetemnet: 760, Suspicious_Value: 1
Stetemnet: 761, Suspicious_Value: 1
Stetemnet: 883, Suspicious_Value: 0.967123
Stetemnet: 884, Suspicious_Value: 0.967123
Stetemnet: 885, Suspicious_Value: 0.967123
Stetemnet: 886, Suspicious_Value: 0.967123
Stetemnet: 887, Suspicious_Value: 0.967123
Stetemnet: 42, Suspicious_Value: 0.934932
Stetemnet: 43, Suspicious_Value: 0.934932
Stetemnet: 44, Suspicious_Value: 0.934932
Stetemnet: 45, Suspicious_Value: 0.934932
Stetemnet: 4397, Suspicious_Value: 0.934932
Stetemnet: 4398, Suspicious_Value: 0.934932
Stetemnet: 4399, Suspicious_Value: 0.934932
Stetemnet: 912, Suspicious_Value: 0.80274
Stetemnet: 913, Suspicious_Value: 0.80274
Stetemnet: 914, Suspicious_Value: 0.80274
Stetemnet: 915, Suspicious_Value: 0.80274
Stetemnet: 916, Suspicious_Value: 0.80274
Stetemnet: 3163, Suspicious_Value: 0.80274
Stetemnet: 3164, Suspicious_Value: 0.80274
Stetemnet: 3165, Suspicious_Value: 0.80274
Stetemnet: 3166, Suspicious_Value: 0.80274
Stetemnet: 3167, Suspicious_Value: 0.80274
Stetemnet: 3168, Suspicious_Value: 0.80274
Stetemnet: 3169, Suspicious_Value: 0.80274
Stetemnet: 779, Suspicious_Value: 0.8
Stetemnet: 780, Suspicious_Value: 0.8
Stetemnet: 781, Suspicious_Value: 0.8
Stetemnet: 782, Suspicious_Value: 0.8
Stetemnet: 783, Suspicious_Value: 0.8
Stetemnet: 784, Suspicious_Value: 0.8
Stetemnet: 785, Suspicious_Value: 0.8
Stetemnet: 786, Suspicious_Value: 0.8
Stetemnet: 787, Suspicious_Value: 0.8
Stetemnet: 788, Suspicious_Value: 0.8
Stetemnet: 789, Suspicious_Value: 0.8
Stetemnet: 790, Suspicious_Value: 0.8
Stetemnet: 13, Suspicious_Value: 0.794521
Stetemnet: 14, Suspicious_Value: 0.794521
Stetemnet: 237, Suspicious_Value: 0.794521
Stetemnet: 908, Suspicious_Value: 0.791781
Stetemnet: 909, Suspicious_Value: 0.789041
Stetemnet: 910, Suspicious_Value: 0.789041
Stetemnet: 3226, Suspicious_Value: 0.789041
Stetemnet: 3227, Suspicious_Value: 0.789041
Stetemnet: 3228, Suspicious_Value: 0.789041
Stetemnet: 3229, Suspicious_Value: 0.789041
Stetemnet: 3230, Suspicious_Value: 0.789041
Stetemnet: 547, Suspicious_Value: 0.761644
Stetemnet: 548, Suspicious_Value: 0.761644
Stetemnet: 549, Suspicious_Value: 0.761644
Stetemnet: 550, Suspicious_Value: 0.761644
Stetemnet: 551, Suspicious_Value: 0.758904
Stetemnet: 553, Suspicious_Value: 0.758904
Stetemnet: 557, Suspicious_Value: 0.758904
Stetemnet: 558, Suspicious_Value: 0.758904
Stetemnet: 559, Suspicious_Value: 0.758904
Stetemnet: 189, Suspicious_Value: 0.734247
Stetemnet: 190, Suspicious_Value: 0.734247
Stetemnet: 191, Suspicious_Value: 0.734247
Stetemnet: 332, Suspicious_Value: 0.734247
Stetemnet: 333, Suspicious_Value: 0.734247
Stetemnet: 336, Suspicious_Value: 0.734247
Stetemnet: 193, Suspicious_Value: 0.720548
Stetemnet: 194, Suspicious_Value: 0.720548
Stetemnet: 195, Suspicious_Value: 0.720548
Stetemnet: 196, Suspicious_Value: 0.720548
Stetemnet: 197, Suspicious_Value: 0.720548
Stetemnet: 198, Suspicious_Value: 0.720548
Stetemnet: 199, Suspicious_Value: 0.720548
Stetemnet: 200, Suspicious_Value: 0.720548
Stetemnet: 201, Suspicious_Value: 0.720548
Stetemnet: 202, Suspicious_Value: 0.720548
Stetemnet: 203, Suspicious_Value: 0.720548
Stetemnet: 204, Suspicious_Value: 0.720548
Stetemnet: 205, Suspicious_Value: 0.720548
Stetemnet: 206, Suspicious_Value: 0.720548
