Stetemnet: 20, Suspicious_Value: 1
Stetemnet: 24, Suspicious_Value: 1
Stetemnet: 25, Suspicious_Value: 1
Stetemnet: 26, Suspicious_Value: 1
Stetemnet: 27, Suspicious_Value: 1
Stetemnet: 30, Suspicious_Value: 1
Stetemnet: 34, Suspicious_Value: 1
Stetemnet: 35, Suspicious_Value: 1
Stetemnet: 36, Suspicious_Value: 1
Stetemnet: 40, Suspicious_Value: 1
Stetemnet: 41, Suspicious_Value: 1
Stetemnet: 42, Suspicious_Value: 1
Stetemnet: 43, Suspicious_Value: 1
Stetemnet: 132, Suspicious_Value: 1
Stetemnet: 133, Suspicious_Value: 1
Stetemnet: 134, Suspicious_Value: 1
Stetemnet: 135, Suspicious_Value: 1
Stetemnet: 136, Suspicious_Value: 1
Stetemnet: 255, Suspicious_Value: 1
Stetemnet: 271, Suspicious_Value: 1
Stetemnet: 273, Suspicious_Value: 1
Stetemnet: 274, Suspicious_Value: 1
Stetemnet: 275, Suspicious_Value: 1
Stetemnet: 276, Suspicious_Value: 1
Stetemnet: 282, Suspicious_Value: 1
Stetemnet: 37, Suspicious_Value: 0.875
Stetemnet: 38, Suspicious_Value: 0.875
Stetemnet: 249, Suspicious_Value: 0.75
Stetemnet: 250, Suspicious_Value: 0.75
Stetemnet: 251, Suspicious_Value: 0.75
Stetemnet: 60, Suspicious_Value: 0.625
Stetemnet: 61, Suspicious_Value: 0.625
Stetemnet: 62, Suspicious_Value: 0.625
Stetemnet: 64, Suspicious_Value: 0.625
Stetemnet: 213, Suspicious_Value: 0.625
Stetemnet: 214, Suspicious_Value: 0.625
Stetemnet: 215, Suspicious_Value: 0.625
Stetemnet: 216, Suspicious_Value: 0.625
Stetemnet: 219, Suspicious_Value: 0.625
Stetemnet: 63, Suspicious_Value: 0.5
Stetemnet: 128, Suspicious_Value: 0.5
Stetemnet: 129, Suspicious_Value: 0.5
Stetemnet: 130, Suspicious_Value: 0.5
Stetemnet: 131, Suspicious_Value: 0.5
Stetemnet: 46, Suspicious_Value: 0.375
Stetemnet: 47, Suspicious_Value: 0.375
Stetemnet: 48, Suspicious_Value: 0.375
Stetemnet: 49, Suspicious_Value: 0.375
Stetemnet: 93, Suspicious_Value: 0.375
Stetemnet: 95, Suspicious_Value: 0.375
Stetemnet: 97, Suspicious_Value: 0.375
Stetemnet: 105, Suspicious_Value: 0.375
Stetemnet: 107, Suspicious_Value: 0.375
Stetemnet: 109, Suspicious_Value: 0.375
Stetemnet: 150, Suspicious_Value: 0.375
Stetemnet: 152, Suspicious_Value: 0.375
Stetemnet: 154, Suspicious_Value: 0.375
Stetemnet: 155, Suspicious_Value: 0.375
Stetemnet: 157, Suspicious_Value: 0.375
Stetemnet: 159, Suspicious_Value: 0.375
Stetemnet: 161, Suspicious_Value: 0.375
Stetemnet: 163, Suspicious_Value: 0.375
Stetemnet: 170, Suspicious_Value: 0.375
Stetemnet: 172, Suspicious_Value: 0.375
Stetemnet: 174, Suspicious_Value: 0.375
Stetemnet: 176, Suspicious_Value: 0.375
Stetemnet: 177, Suspicious_Value: 0.375
Stetemnet: 179, Suspicious_Value: 0.375
Stetemnet: 86, Suspicious_Value: 0.25
Stetemnet: 87, Suspicious_Value: 0.25
Stetemnet: 89, Suspicious_Value: 0.25
Stetemnet: 90, Suspicious_Value: 0.25
Stetemnet: 92, Suspicious_Value: 0.25
Stetemnet: 98, Suspicious_Value: 0.25
Stetemnet: 99, Suspicious_Value: 0.25
Stetemnet: 101, Suspicious_Value: 0.25
Stetemnet: 102, Suspicious_Value: 0.25
Stetemnet: 104, Suspicious_Value: 0.25
Stetemnet: 110, Suspicious_Value: 0.25
Stetemnet: 112, Suspicious_Value: 0.25
Stetemnet: 113, Suspicious_Value: 0.25
Stetemnet: 115, Suspicious_Value: 0.25
Stetemnet: 116, Suspicious_Value: 0.25
Stetemnet: 117, Suspicious_Value: 0.25
Stetemnet: 149, Suspicious_Value: 0.25
Stetemnet: 68, Suspicious_Value: 0.203125
Stetemnet: 70, Suspicious_Value: 0.203125
Stetemnet: 141, Suspicious_Value: 0.203125
Stetemnet: 138, Suspicious_Value: 0.171875
Stetemnet: 140, Suspicious_Value: 0.171875
Stetemnet: 148, Suspicious_Value: 0.15625
Stetemnet: 1, Suspicious_Value: 0.125
Stetemnet: 2, Suspicious_Value: 0.125
Stetemnet: 53, Suspicious_Value: 0.125
Stetemnet: 55, Suspicious_Value: 0.125
Stetemnet: 57, Suspicious_Value: 0.125
Stetemnet: 58, Suspicious_Value: 0.125
Stetemnet: 59, Suspicious_Value: 0.125
Stetemnet: 65, Suspicious_Value: 0.125
Stetemnet: 66, Suspicious_Value: 0.125
