Stetemnet: 5101, Suspicious_Value: 1
Stetemnet: 11598, Suspicious_Value: 1
Stetemnet: 4596, Suspicious_Value: 0.994898
Stetemnet: 4735, Suspicious_Value: 0.994898
Stetemnet: 4739, Suspicious_Value: 0.994898
Stetemnet: 4743, Suspicious_Value: 0.994898
Stetemnet: 7318, Suspicious_Value: 0.994898
Stetemnet: 7319, Suspicious_Value: 0.994898
Stetemnet: 7320, Suspicious_Value: 0.994898
Stetemnet: 7321, Suspicious_Value: 0.994898
Stetemnet: 7324, Suspicious_Value: 0.994898
Stetemnet: 7325, Suspicious_Value: 0.994898
Stetemnet: 7326, Suspicious_Value: 0.994898
Stetemnet: 7327, Suspicious_Value: 0.994898
Stetemnet: 7328, Suspicious_Value: 0.994898
Stetemnet: 7329, Suspicious_Value: 0.994898
Stetemnet: 7330, Suspicious_Value: 0.994898
Stetemnet: 7331, Suspicious_Value: 0.994898
Stetemnet: 7332, Suspicious_Value: 0.994898
Stetemnet: 7333, Suspicious_Value: 0.994898
Stetemnet: 7334, Suspicious_Value: 0.994898
Stetemnet: 7335, Suspicious_Value: 0.994898
Stetemnet: 7336, Suspicious_Value: 0.994898
Stetemnet: 7337, Suspicious_Value: 0.994898
Stetemnet: 7343, Suspicious_Value: 0.994898
Stetemnet: 854, Suspicious_Value: 0.989796
Stetemnet: 855, Suspicious_Value: 0.989796
Stetemnet: 856, Suspicious_Value: 0.989796
Stetemnet: 857, Suspicious_Value: 0.989796
Stetemnet: 858, Suspicious_Value: 0.989796
Stetemnet: 4603, Suspicious_Value: 0.989796
Stetemnet: 4848, Suspicious_Value: 0.989796
Stetemnet: 4849, Suspicious_Value: 0.989796
Stetemnet: 4850, Suspicious_Value: 0.989796
Stetemnet: 5511, Suspicious_Value: 0.989796
Stetemnet: 5512, Suspicious_Value: 0.989796
Stetemnet: 5513, Suspicious_Value: 0.989796
Stetemnet: 5514, Suspicious_Value: 0.989796
Stetemnet: 5516, Suspicious_Value: 0.989796
Stetemnet: 5517, Suspicious_Value: 0.989796
Stetemnet: 5099, Suspicious_Value: 0.984694
Stetemnet: 5100, Suspicious_Value: 0.984694
Stetemnet: 11084, Suspicious_Value: 0.984694
Stetemnet: 11085, Suspicious_Value: 0.984694
Stetemnet: 11086, Suspicious_Value: 0.984694
Stetemnet: 11088, Suspicious_Value: 0.984694
Stetemnet: 11090, Suspicious_Value: 0.984694
Stetemnet: 11597, Suspicious_Value: 0.984694
Stetemnet: 4572, Suspicious_Value: 0.97449
Stetemnet: 7305, Suspicious_Value: 0.97449
Stetemnet: 7306, Suspicious_Value: 0.97449
Stetemnet: 7307, Suspicious_Value: 0.97449
Stetemnet: 7308, Suspicious_Value: 0.97449
Stetemnet: 7309, Suspicious_Value: 0.97449
Stetemnet: 4606, Suspicious_Value: 0.969388
Stetemnet: 4607, Suspicious_Value: 0.969388
Stetemnet: 4609, Suspicious_Value: 0.969388
Stetemnet: 9275, Suspicious_Value: 0.94898
Stetemnet: 10907, Suspicious_Value: 0.94898
Stetemnet: 763, Suspicious_Value: 0.908163
Stetemnet: 764, Suspicious_Value: 0.908163
Stetemnet: 765, Suspicious_Value: 0.908163
Stetemnet: 767, Suspicious_Value: 0.908163
Stetemnet: 768, Suspicious_Value: 0.908163
Stetemnet: 769, Suspicious_Value: 0.908163
Stetemnet: 770, Suspicious_Value: 0.908163
Stetemnet: 771, Suspicious_Value: 0.908163
Stetemnet: 1291, Suspicious_Value: 0.897959
Stetemnet: 1032, Suspicious_Value: 0.882653
Stetemnet: 1033, Suspicious_Value: 0.882653
Stetemnet: 1034, Suspicious_Value: 0.882653
Stetemnet: 859, Suspicious_Value: 0.852041
Stetemnet: 861, Suspicious_Value: 0.852041
Stetemnet: 863, Suspicious_Value: 0.852041
Stetemnet: 864, Suspicious_Value: 0.852041
Stetemnet: 870, Suspicious_Value: 0.852041
Stetemnet: 871, Suspicious_Value: 0.852041
Stetemnet: 872, Suspicious_Value: 0.852041
Stetemnet: 873, Suspicious_Value: 0.852041
Stetemnet: 874, Suspicious_Value: 0.852041
Stetemnet: 875, Suspicious_Value: 0.852041
Stetemnet: 876, Suspicious_Value: 0.852041
Stetemnet: 883, Suspicious_Value: 0.852041
Stetemnet: 244, Suspicious_Value: 0.846939
Stetemnet: 245, Suspicious_Value: 0.846939
Stetemnet: 271, Suspicious_Value: 0.846939
Stetemnet: 294, Suspicious_Value: 0.846939
Stetemnet: 295, Suspicious_Value: 0.846939
Stetemnet: 296, Suspicious_Value: 0.846939
Stetemnet: 297, Suspicious_Value: 0.846939
Stetemnet: 298, Suspicious_Value: 0.846939
Stetemnet: 320, Suspicious_Value: 0.846939
Stetemnet: 321, Suspicious_Value: 0.846939
Stetemnet: 8333, Suspicious_Value: 0.846939
Stetemnet: 8335, Suspicious_Value: 0.846939
Stetemnet: 8336, Suspicious_Value: 0.846939
Stetemnet: 8384, Suspicious_Value: 0.846939
Stetemnet: 8577, Suspicious_Value: 0.846939
Stetemnet: 8578, Suspicious_Value: 0.846939
Stetemnet: 8579, Suspicious_Value: 0.846939
