Stetemnet: 327, Suspicious_Value: 1
Stetemnet: 260, Suspicious_Value: 0.989059
Stetemnet: 261, Suspicious_Value: 0.989059
Stetemnet: 326, Suspicious_Value: 0.934354
Stetemnet: 296, Suspicious_Value: 0.575492
Stetemnet: 297, Suspicious_Value: 0.575492
Stetemnet: 298, Suspicious_Value: 0.575492
Stetemnet: 299, Suspicious_Value: 0.575492
Stetemnet: 300, Suspicious_Value: 0.573304
Stetemnet: 302, Suspicious_Value: 0.573304
Stetemnet: 306, Suspicious_Value: 0.573304
Stetemnet: 307, Suspicious_Value: 0.573304
Stetemnet: 308, Suspicious_Value: 0.573304
Stetemnet: 263, Suspicious_Value: 0.560175
Stetemnet: 265, Suspicious_Value: 0.560175
Stetemnet: 267, Suspicious_Value: 0.560175
Stetemnet: 369, Suspicious_Value: 0.547046
Stetemnet: 317, Suspicious_Value: 0.540481
Stetemnet: 319, Suspicious_Value: 0.540481
Stetemnet: 321, Suspicious_Value: 0.540481
Stetemnet: 323, Suspicious_Value: 0.540481
Stetemnet: 324, Suspicious_Value: 0.540481
Stetemnet: 325, Suspicious_Value: 0.540481
Stetemnet: 268, Suspicious_Value: 0.521882
Stetemnet: 273, Suspicious_Value: 0.521882
Stetemnet: 274, Suspicious_Value: 0.521882
Stetemnet: 275, Suspicious_Value: 0.521882
Stetemnet: 276, Suspicious_Value: 0.521882
Stetemnet: 277, Suspicious_Value: 0.521882
Stetemnet: 282, Suspicious_Value: 0.521882
Stetemnet: 283, Suspicious_Value: 0.521882
Stetemnet: 284, Suspicious_Value: 0.521882
Stetemnet: 333, Suspicious_Value: 0.521882
Stetemnet: 334, Suspicious_Value: 0.521882
Stetemnet: 335, Suspicious_Value: 0.521882
Stetemnet: 336, Suspicious_Value: 0.521882
Stetemnet: 337, Suspicious_Value: 0.521882
Stetemnet: 352, Suspicious_Value: 0.508753
Stetemnet: 328, Suspicious_Value: 0.503282
Stetemnet: 370, Suspicious_Value: 0.503282
Stetemnet: 371, Suspicious_Value: 0.503282
Stetemnet: 83, Suspicious_Value: 0.489059
Stetemnet: 84, Suspicious_Value: 0.489059
Stetemnet: 85, Suspicious_Value: 0.489059
Stetemnet: 86, Suspicious_Value: 0.489059
Stetemnet: 87, Suspicious_Value: 0.489059
Stetemnet: 88, Suspicious_Value: 0.489059
Stetemnet: 145, Suspicious_Value: 0.489059
Stetemnet: 146, Suspicious_Value: 0.489059
Stetemnet: 147, Suspicious_Value: 0.489059
Stetemnet: 148, Suspicious_Value: 0.489059
Stetemnet: 149, Suspicious_Value: 0.489059
Stetemnet: 150, Suspicious_Value: 0.489059
Stetemnet: 151, Suspicious_Value: 0.489059
Stetemnet: 368, Suspicious_Value: 0.487965
Stetemnet: 350, Suspicious_Value: 0.486871
Stetemnet: 351, Suspicious_Value: 0.486871
Stetemnet: 360, Suspicious_Value: 0.486871
Stetemnet: 348, Suspicious_Value: 0.484683
Stetemnet: 349, Suspicious_Value: 0.484683
Stetemnet: 358, Suspicious_Value: 0.484683
Stetemnet: 359, Suspicious_Value: 0.484683
Stetemnet: 259, Suspicious_Value: 0.47593
Stetemnet: 329, Suspicious_Value: 0.423414
Stetemnet: 330, Suspicious_Value: 0.423414
Stetemnet: 331, Suspicious_Value: 0.423414
Stetemnet: 332, Suspicious_Value: 0.423414
Stetemnet: 338, Suspicious_Value: 0.423414
Stetemnet: 486, Suspicious_Value: 0.422319
Stetemnet: 269, Suspicious_Value: 0.37965
Stetemnet: 270, Suspicious_Value: 0.37965
Stetemnet: 271, Suspicious_Value: 0.37965
Stetemnet: 272, Suspicious_Value: 0.37965
Stetemnet: 278, Suspicious_Value: 0.37965
Stetemnet: 279, Suspicious_Value: 0.37965
Stetemnet: 280, Suspicious_Value: 0.37965
Stetemnet: 281, Suspicious_Value: 0.37965
Stetemnet: 285, Suspicious_Value: 0.37965
Stetemnet: 344, Suspicious_Value: 0.375274
Stetemnet: 345, Suspicious_Value: 0.375274
Stetemnet: 346, Suspicious_Value: 0.375274
Stetemnet: 347, Suspicious_Value: 0.375274
Stetemnet: 353, Suspicious_Value: 0.375274
Stetemnet: 354, Suspicious_Value: 0.375274
Stetemnet: 355, Suspicious_Value: 0.375274
Stetemnet: 356, Suspicious_Value: 0.375274
Stetemnet: 357, Suspicious_Value: 0.375274
Stetemnet: 361, Suspicious_Value: 0.375274
Stetemnet: 313, Suspicious_Value: 0.374179
Stetemnet: 314, Suspicious_Value: 0.374179
Stetemnet: 90, Suspicious_Value: 0.373085
Stetemnet: 91, Suspicious_Value: 0.373085
Stetemnet: 92, Suspicious_Value: 0.373085
Stetemnet: 93, Suspicious_Value: 0.373085
Stetemnet: 94, Suspicious_Value: 0.373085
Stetemnet: 95, Suspicious_Value: 0.373085
Stetemnet: 153, Suspicious_Value: 0.373085
Stetemnet: 154, Suspicious_Value: 0.373085
Stetemnet: 155, Suspicious_Value: 0.373085
Stetemnet: 156, Suspicious_Value: 0.373085
