Stetemnet: 365, Suspicious_Value: 1
Stetemnet: 258, Suspicious_Value: 0.769231
Stetemnet: 272, Suspicious_Value: 0.769231
Stetemnet: 286, Suspicious_Value: 0.769231
Stetemnet: 434, Suspicious_Value: 0.615385
Stetemnet: 435, Suspicious_Value: 0.615385
Stetemnet: 437, Suspicious_Value: 0.615385
Stetemnet: 438, Suspicious_Value: 0.615385
Stetemnet: 439, Suspicious_Value: 0.615385
Stetemnet: 442, Suspicious_Value: 0.615385
Stetemnet: 444, Suspicious_Value: 0.615385
Stetemnet: 242, Suspicious_Value: 0.538462
Stetemnet: 414, Suspicious_Value: 0.461538
Stetemnet: 415, Suspicious_Value: 0.461538
Stetemnet: 158, Suspicious_Value: 0.384615
Stetemnet: 159, Suspicious_Value: 0.384615
Stetemnet: 161, Suspicious_Value: 0.384615
Stetemnet: 162, Suspicious_Value: 0.384615
Stetemnet: 163, Suspicious_Value: 0.384615
Stetemnet: 173, Suspicious_Value: 0.384615
Stetemnet: 174, Suspicious_Value: 0.384615
Stetemnet: 175, Suspicious_Value: 0.384615
Stetemnet: 176, Suspicious_Value: 0.384615
Stetemnet: 177, Suspicious_Value: 0.384615
Stetemnet: 185, Suspicious_Value: 0.384615
Stetemnet: 186, Suspicious_Value: 0.384615
Stetemnet: 187, Suspicious_Value: 0.384615
Stetemnet: 188, Suspicious_Value: 0.384615
Stetemnet: 189, Suspicious_Value: 0.384615
Stetemnet: 190, Suspicious_Value: 0.384615
Stetemnet: 306, Suspicious_Value: 0.384615
Stetemnet: 307, Suspicious_Value: 0.384615
Stetemnet: 308, Suspicious_Value: 0.384615
Stetemnet: 309, Suspicious_Value: 0.384615
Stetemnet: 310, Suspicious_Value: 0.384615
Stetemnet: 311, Suspicious_Value: 0.384615
Stetemnet: 321, Suspicious_Value: 0.384615
Stetemnet: 379, Suspicious_Value: 0.384615
Stetemnet: 7, Suspicious_Value: 0.307692
Stetemnet: 8, Suspicious_Value: 0.307692
Stetemnet: 33, Suspicious_Value: 0.307692
Stetemnet: 34, Suspicious_Value: 0.307692
Stetemnet: 56, Suspicious_Value: 0.307692
Stetemnet: 57, Suspicious_Value: 0.307692
Stetemnet: 93, Suspicious_Value: 0.307692
Stetemnet: 94, Suspicious_Value: 0.307692
Stetemnet: 95, Suspicious_Value: 0.307692
Stetemnet: 96, Suspicious_Value: 0.307692
Stetemnet: 101, Suspicious_Value: 0.307692
Stetemnet: 102, Suspicious_Value: 0.307692
Stetemnet: 103, Suspicious_Value: 0.307692
Stetemnet: 104, Suspicious_Value: 0.307692
Stetemnet: 105, Suspicious_Value: 0.307692
Stetemnet: 119, Suspicious_Value: 0.307692
Stetemnet: 120, Suspicious_Value: 0.307692
Stetemnet: 121, Suspicious_Value: 0.307692
Stetemnet: 122, Suspicious_Value: 0.307692
Stetemnet: 123, Suspicious_Value: 0.307692
Stetemnet: 124, Suspicious_Value: 0.307692
Stetemnet: 125, Suspicious_Value: 0.307692
Stetemnet: 126, Suspicious_Value: 0.307692
Stetemnet: 127, Suspicious_Value: 0.307692
Stetemnet: 128, Suspicious_Value: 0.307692
Stetemnet: 129, Suspicious_Value: 0.307692
Stetemnet: 130, Suspicious_Value: 0.307692
Stetemnet: 131, Suspicious_Value: 0.307692
Stetemnet: 132, Suspicious_Value: 0.307692
Stetemnet: 10, Suspicious_Value: 0.230769
Stetemnet: 232, Suspicious_Value: 0.230769
Stetemnet: 237, Suspicious_Value: 0.230769
Stetemnet: 245, Suspicious_Value: 0.230769
Stetemnet: 323, Suspicious_Value: 0.230769
Stetemnet: 325, Suspicious_Value: 0.230769
Stetemnet: 327, Suspicious_Value: 0.230769
Stetemnet: 328, Suspicious_Value: 0.230769
Stetemnet: 330, Suspicious_Value: 0.230769
Stetemnet: 332, Suspicious_Value: 0.230769
Stetemnet: 333, Suspicious_Value: 0.230769
Stetemnet: 335, Suspicious_Value: 0.230769
Stetemnet: 338, Suspicious_Value: 0.230769
Stetemnet: 362, Suspicious_Value: 0.230769
Stetemnet: 386, Suspicious_Value: 0.230769
Stetemnet: 401, Suspicious_Value: 0.230769
Stetemnet: 403, Suspicious_Value: 0.230769
Stetemnet: 405, Suspicious_Value: 0.230769
Stetemnet: 406, Suspicious_Value: 0.230769
Stetemnet: 408, Suspicious_Value: 0.230769
Stetemnet: 410, Suspicious_Value: 0.230769
Stetemnet: 423, Suspicious_Value: 0.230769
Stetemnet: 424, Suspicious_Value: 0.230769
Stetemnet: 1, Suspicious_Value: 0.153846
Stetemnet: 2, Suspicious_Value: 0.153846
Stetemnet: 4, Suspicious_Value: 0.153846
Stetemnet: 5, Suspicious_Value: 0.153846
Stetemnet: 6, Suspicious_Value: 0.153846
Stetemnet: 9, Suspicious_Value: 0.153846
Stetemnet: 13, Suspicious_Value: 0.153846
Stetemnet: 15, Suspicious_Value: 0.153846
Stetemnet: 17, Suspicious_Value: 0.153846
Stetemnet: 18, Suspicious_Value: 0.153846
