Stetemnet: 769, Suspicious_Value: 1
Stetemnet: 781, Suspicious_Value: 1
Stetemnet: 783, Suspicious_Value: 1
Stetemnet: 785, Suspicious_Value: 1
Stetemnet: 787, Suspicious_Value: 1
Stetemnet: 788, Suspicious_Value: 1
Stetemnet: 789, Suspicious_Value: 1
Stetemnet: 790, Suspicious_Value: 1
Stetemnet: 791, Suspicious_Value: 1
Stetemnet: 793, Suspicious_Value: 1
Stetemnet: 794, Suspicious_Value: 1
Stetemnet: 795, Suspicious_Value: 1
Stetemnet: 796, Suspicious_Value: 1
Stetemnet: 797, Suspicious_Value: 1
Stetemnet: 799, Suspicious_Value: 1
Stetemnet: 803, Suspicious_Value: 1
Stetemnet: 766, Suspicious_Value: 0.966667
Stetemnet: 768, Suspicious_Value: 0.966667
Stetemnet: 211, Suspicious_Value: 0.833333
Stetemnet: 212, Suspicious_Value: 0.833333
Stetemnet: 213, Suspicious_Value: 0.833333
Stetemnet: 214, Suspicious_Value: 0.833333
Stetemnet: 364, Suspicious_Value: 0.833333
Stetemnet: 560, Suspicious_Value: 0.8
Stetemnet: 261, Suspicious_Value: 0.766667
Stetemnet: 622, Suspicious_Value: 0.766667
Stetemnet: 624, Suspicious_Value: 0.766667
Stetemnet: 625, Suspicious_Value: 0.766667
Stetemnet: 240, Suspicious_Value: 0.733333
Stetemnet: 285, Suspicious_Value: 0.733333
Stetemnet: 286, Suspicious_Value: 0.733333
Stetemnet: 287, Suspicious_Value: 0.733333
Stetemnet: 288, Suspicious_Value: 0.733333
Stetemnet: 292, Suspicious_Value: 0.733333
Stetemnet: 524, Suspicious_Value: 0.733333
Stetemnet: 537, Suspicious_Value: 0.733333
Stetemnet: 246, Suspicious_Value: 0.7
Stetemnet: 247, Suspicious_Value: 0.7
Stetemnet: 248, Suspicious_Value: 0.7
Stetemnet: 262, Suspicious_Value: 0.7
Stetemnet: 263, Suspicious_Value: 0.7
Stetemnet: 264, Suspicious_Value: 0.7
Stetemnet: 265, Suspicious_Value: 0.7
Stetemnet: 266, Suspicious_Value: 0.7
Stetemnet: 267, Suspicious_Value: 0.7
Stetemnet: 268, Suspicious_Value: 0.7
Stetemnet: 269, Suspicious_Value: 0.7
Stetemnet: 270, Suspicious_Value: 0.7
Stetemnet: 271, Suspicious_Value: 0.7
Stetemnet: 272, Suspicious_Value: 0.7
Stetemnet: 273, Suspicious_Value: 0.7
Stetemnet: 274, Suspicious_Value: 0.7
Stetemnet: 275, Suspicious_Value: 0.7
Stetemnet: 299, Suspicious_Value: 0.7
Stetemnet: 300, Suspicious_Value: 0.7
Stetemnet: 363, Suspicious_Value: 0.7
Stetemnet: 370, Suspicious_Value: 0.7
Stetemnet: 371, Suspicious_Value: 0.7
Stetemnet: 372, Suspicious_Value: 0.7
Stetemnet: 373, Suspicious_Value: 0.7
Stetemnet: 429, Suspicious_Value: 0.7
Stetemnet: 484, Suspicious_Value: 0.7
Stetemnet: 485, Suspicious_Value: 0.7
Stetemnet: 486, Suspicious_Value: 0.7
Stetemnet: 488, Suspicious_Value: 0.7
Stetemnet: 489, Suspicious_Value: 0.7
Stetemnet: 491, Suspicious_Value: 0.7
Stetemnet: 492, Suspicious_Value: 0.7
Stetemnet: 494, Suspicious_Value: 0.7
Stetemnet: 495, Suspicious_Value: 0.7
Stetemnet: 528, Suspicious_Value: 0.7
Stetemnet: 529, Suspicious_Value: 0.7
Stetemnet: 530, Suspicious_Value: 0.7
Stetemnet: 557, Suspicious_Value: 0.7
Stetemnet: 558, Suspicious_Value: 0.7
Stetemnet: 559, Suspicious_Value: 0.7
Stetemnet: 562, Suspicious_Value: 0.7
Stetemnet: 563, Suspicious_Value: 0.7
Stetemnet: 564, Suspicious_Value: 0.666667
Stetemnet: 565, Suspicious_Value: 0.666667
Stetemnet: 843, Suspicious_Value: 0.633333
Stetemnet: 301, Suspicious_Value: 0.6
Stetemnet: 302, Suspicious_Value: 0.6
Stetemnet: 303, Suspicious_Value: 0.6
Stetemnet: 304, Suspicious_Value: 0.6
Stetemnet: 305, Suspicious_Value: 0.6
Stetemnet: 306, Suspicious_Value: 0.6
Stetemnet: 374, Suspicious_Value: 0.6
Stetemnet: 375, Suspicious_Value: 0.6
Stetemnet: 376, Suspicious_Value: 0.6
Stetemnet: 472, Suspicious_Value: 0.6
Stetemnet: 473, Suspicious_Value: 0.6
Stetemnet: 474, Suspicious_Value: 0.6
Stetemnet: 475, Suspicious_Value: 0.6
Stetemnet: 477, Suspicious_Value: 0.6
Stetemnet: 236, Suspicious_Value: 0.5
Stetemnet: 237, Suspicious_Value: 0.5
Stetemnet: 238, Suspicious_Value: 0.5
Stetemnet: 239, Suspicious_Value: 0.5
Stetemnet: 16, Suspicious_Value: 0.433333
