Stetemnet: 92, Suspicious_Value: 1
Stetemnet: 75, Suspicious_Value: 0.98995
Stetemnet: 76, Suspicious_Value: 0.98995
Stetemnet: 4342, Suspicious_Value: 0.98995
Stetemnet: 4343, Suspicious_Value: 0.98995
Stetemnet: 77, Suspicious_Value: 0.984925
Stetemnet: 78, Suspicious_Value: 0.984925
Stetemnet: 79, Suspicious_Value: 0.984925
Stetemnet: 80, Suspicious_Value: 0.984925
Stetemnet: 81, Suspicious_Value: 0.984925
Stetemnet: 82, Suspicious_Value: 0.984925
Stetemnet: 83, Suspicious_Value: 0.984925
Stetemnet: 84, Suspicious_Value: 0.984925
Stetemnet: 85, Suspicious_Value: 0.984925
Stetemnet: 86, Suspicious_Value: 0.984925
Stetemnet: 87, Suspicious_Value: 0.984925
Stetemnet: 88, Suspicious_Value: 0.984925
Stetemnet: 89, Suspicious_Value: 0.984925
Stetemnet: 90, Suspicious_Value: 0.984925
Stetemnet: 91, Suspicious_Value: 0.984925
Stetemnet: 1518, Suspicious_Value: 0.984925
Stetemnet: 1519, Suspicious_Value: 0.984925
Stetemnet: 1559, Suspicious_Value: 0.984925
Stetemnet: 1560, Suspicious_Value: 0.984925
Stetemnet: 1561, Suspicious_Value: 0.984925
Stetemnet: 1851, Suspicious_Value: 0.984925
Stetemnet: 1852, Suspicious_Value: 0.984925
Stetemnet: 1853, Suspicious_Value: 0.984925
Stetemnet: 1854, Suspicious_Value: 0.984925
Stetemnet: 1855, Suspicious_Value: 0.984925
Stetemnet: 3510, Suspicious_Value: 0.984925
Stetemnet: 1492, Suspicious_Value: 0.979899
Stetemnet: 1494, Suspicious_Value: 0.979899
Stetemnet: 1495, Suspicious_Value: 0.979899
Stetemnet: 1496, Suspicious_Value: 0.979899
Stetemnet: 1497, Suspicious_Value: 0.979899
Stetemnet: 1498, Suspicious_Value: 0.979899
Stetemnet: 1586, Suspicious_Value: 0.979899
Stetemnet: 1587, Suspicious_Value: 0.979899
Stetemnet: 1588, Suspicious_Value: 0.979899
Stetemnet: 1589, Suspicious_Value: 0.979899
Stetemnet: 1593, Suspicious_Value: 0.979899
Stetemnet: 1507, Suspicious_Value: 0.974874
Stetemnet: 1508, Suspicious_Value: 0.974874
Stetemnet: 1509, Suspicious_Value: 0.974874
Stetemnet: 1510, Suspicious_Value: 0.974874
Stetemnet: 1511, Suspicious_Value: 0.974874
Stetemnet: 1512, Suspicious_Value: 0.974874
Stetemnet: 1513, Suspicious_Value: 0.974874
Stetemnet: 1514, Suspicious_Value: 0.974874
Stetemnet: 1759, Suspicious_Value: 0.969849
Stetemnet: 1760, Suspicious_Value: 0.969849
Stetemnet: 1761, Suspicious_Value: 0.969849
Stetemnet: 1425, Suspicious_Value: 0.959799
Stetemnet: 1426, Suspicious_Value: 0.959799
Stetemnet: 3509, Suspicious_Value: 0.944724
Stetemnet: 1, Suspicious_Value: 0.839196
Stetemnet: 2, Suspicious_Value: 0.839196
Stetemnet: 3, Suspicious_Value: 0.839196
Stetemnet: 51, Suspicious_Value: 0.839196
Stetemnet: 52, Suspicious_Value: 0.839196
Stetemnet: 53, Suspicious_Value: 0.839196
Stetemnet: 54, Suspicious_Value: 0.839196
Stetemnet: 55, Suspicious_Value: 0.839196
Stetemnet: 56, Suspicious_Value: 0.839196
Stetemnet: 588, Suspicious_Value: 0.839196
Stetemnet: 589, Suspicious_Value: 0.839196
Stetemnet: 590, Suspicious_Value: 0.839196
Stetemnet: 591, Suspicious_Value: 0.839196
Stetemnet: 592, Suspicious_Value: 0.839196
Stetemnet: 593, Suspicious_Value: 0.839196
Stetemnet: 594, Suspicious_Value: 0.839196
Stetemnet: 595, Suspicious_Value: 0.839196
Stetemnet: 596, Suspicious_Value: 0.839196
Stetemnet: 597, Suspicious_Value: 0.839196
Stetemnet: 598, Suspicious_Value: 0.839196
Stetemnet: 599, Suspicious_Value: 0.839196
Stetemnet: 600, Suspicious_Value: 0.839196
Stetemnet: 602, Suspicious_Value: 0.839196
Stetemnet: 603, Suspicious_Value: 0.839196
Stetemnet: 604, Suspicious_Value: 0.839196
Stetemnet: 605, Suspicious_Value: 0.839196
Stetemnet: 606, Suspicious_Value: 0.839196
Stetemnet: 607, Suspicious_Value: 0.839196
Stetemnet: 608, Suspicious_Value: 0.839196
Stetemnet: 609, Suspicious_Value: 0.839196
Stetemnet: 610, Suspicious_Value: 0.839196
Stetemnet: 611, Suspicious_Value: 0.839196
Stetemnet: 612, Suspicious_Value: 0.839196
Stetemnet: 613, Suspicious_Value: 0.839196
Stetemnet: 614, Suspicious_Value: 0.839196
Stetemnet: 615, Suspicious_Value: 0.839196
Stetemnet: 616, Suspicious_Value: 0.839196
Stetemnet: 617, Suspicious_Value: 0.839196
Stetemnet: 618, Suspicious_Value: 0.839196
Stetemnet: 619, Suspicious_Value: 0.839196
Stetemnet: 620, Suspicious_Value: 0.839196
Stetemnet: 621, Suspicious_Value: 0.839196
Stetemnet: 622, Suspicious_Value: 0.839196
Stetemnet: 623, Suspicious_Value: 0.839196
