Stetemnet: 281, Suspicious_Value: 1
Stetemnet: 282, Suspicious_Value: 1
Stetemnet: 283, Suspicious_Value: 1
Stetemnet: 466, Suspicious_Value: 1
Stetemnet: 475, Suspicious_Value: 1
Stetemnet: 269, Suspicious_Value: 0.916667
Stetemnet: 288, Suspicious_Value: 0.916667
Stetemnet: 399, Suspicious_Value: 0.916667
Stetemnet: 400, Suspicious_Value: 0.916667
Stetemnet: 401, Suspicious_Value: 0.916667
Stetemnet: 482, Suspicious_Value: 0.916667
Stetemnet: 483, Suspicious_Value: 0.916667
Stetemnet: 539, Suspicious_Value: 0.916667
Stetemnet: 540, Suspicious_Value: 0.916667
Stetemnet: 541, Suspicious_Value: 0.916667
Stetemnet: 101, Suspicious_Value: 0.833333
Stetemnet: 214, Suspicious_Value: 0.833333
Stetemnet: 215, Suspicious_Value: 0.833333
Stetemnet: 280, Suspicious_Value: 0.833333
Stetemnet: 462, Suspicious_Value: 0.833333
Stetemnet: 464, Suspicious_Value: 0.833333
Stetemnet: 465, Suspicious_Value: 0.833333
Stetemnet: 467, Suspicious_Value: 0.833333
Stetemnet: 469, Suspicious_Value: 0.833333
Stetemnet: 481, Suspicious_Value: 0.666667
Stetemnet: 503, Suspicious_Value: 0.666667
Stetemnet: 504, Suspicious_Value: 0.666667
Stetemnet: 505, Suspicious_Value: 0.666667
Stetemnet: 506, Suspicious_Value: 0.666667
Stetemnet: 507, Suspicious_Value: 0.666667
Stetemnet: 61, Suspicious_Value: 0.583333
Stetemnet: 62, Suspicious_Value: 0.583333
Stetemnet: 63, Suspicious_Value: 0.5
Stetemnet: 64, Suspicious_Value: 0.5
Stetemnet: 65, Suspicious_Value: 0.5
Stetemnet: 66, Suspicious_Value: 0.5
Stetemnet: 67, Suspicious_Value: 0.5
Stetemnet: 68, Suspicious_Value: 0.5
Stetemnet: 69, Suspicious_Value: 0.5
Stetemnet: 70, Suspicious_Value: 0.5
Stetemnet: 71, Suspicious_Value: 0.5
Stetemnet: 348, Suspicious_Value: 0.5
Stetemnet: 531, Suspicious_Value: 0.5
Stetemnet: 532, Suspicious_Value: 0.5
Stetemnet: 534, Suspicious_Value: 0.5
Stetemnet: 32, Suspicious_Value: 0.416667
Stetemnet: 33, Suspicious_Value: 0.416667
Stetemnet: 216, Suspicious_Value: 0.416667
Stetemnet: 217, Suspicious_Value: 0.416667
Stetemnet: 219, Suspicious_Value: 0.416667
Stetemnet: 220, Suspicious_Value: 0.416667
Stetemnet: 221, Suspicious_Value: 0.416667
Stetemnet: 418, Suspicious_Value: 0.416667
Stetemnet: 419, Suspicious_Value: 0.416667
Stetemnet: 433, Suspicious_Value: 0.416667
Stetemnet: 434, Suspicious_Value: 0.416667
Stetemnet: 72, Suspicious_Value: 0.333333
Stetemnet: 342, Suspicious_Value: 0.333333
Stetemnet: 344, Suspicious_Value: 0.333333
Stetemnet: 345, Suspicious_Value: 0.333333
Stetemnet: 520, Suspicious_Value: 0.333333
Stetemnet: 74, Suspicious_Value: 0.25
Stetemnet: 75, Suspicious_Value: 0.25
Stetemnet: 77, Suspicious_Value: 0.25
Stetemnet: 162, Suspicious_Value: 0.25
Stetemnet: 164, Suspicious_Value: 0.25
Stetemnet: 166, Suspicious_Value: 0.25
Stetemnet: 167, Suspicious_Value: 0.25
Stetemnet: 169, Suspicious_Value: 0.25
Stetemnet: 171, Suspicious_Value: 0.25
Stetemnet: 172, Suspicious_Value: 0.25
Stetemnet: 174, Suspicious_Value: 0.25
Stetemnet: 175, Suspicious_Value: 0.25
Stetemnet: 177, Suspicious_Value: 0.25
Stetemnet: 178, Suspicious_Value: 0.25
Stetemnet: 179, Suspicious_Value: 0.25
Stetemnet: 180, Suspicious_Value: 0.25
Stetemnet: 181, Suspicious_Value: 0.25
Stetemnet: 184, Suspicious_Value: 0.25
Stetemnet: 186, Suspicious_Value: 0.25
Stetemnet: 218, Suspicious_Value: 0.25
Stetemnet: 228, Suspicious_Value: 0.25
Stetemnet: 262, Suspicious_Value: 0.25
Stetemnet: 263, Suspicious_Value: 0.25
Stetemnet: 264, Suspicious_Value: 0.25
Stetemnet: 296, Suspicious_Value: 0.25
Stetemnet: 298, Suspicious_Value: 0.25
Stetemnet: 299, Suspicious_Value: 0.25
Stetemnet: 300, Suspicious_Value: 0.25
Stetemnet: 301, Suspicious_Value: 0.25
Stetemnet: 302, Suspicious_Value: 0.25
Stetemnet: 308, Suspicious_Value: 0.25
Stetemnet: 309, Suspicious_Value: 0.25
Stetemnet: 310, Suspicious_Value: 0.25
Stetemnet: 311, Suspicious_Value: 0.25
Stetemnet: 312, Suspicious_Value: 0.25
Stetemnet: 328, Suspicious_Value: 0.25
Stetemnet: 329, Suspicious_Value: 0.25
Stetemnet: 330, Suspicious_Value: 0.25
Stetemnet: 331, Suspicious_Value: 0.25
