Stetemnet: 60, Suspicious_Value: 1
Stetemnet: 62, Suspicious_Value: 1
Stetemnet: 64, Suspicious_Value: 1
Stetemnet: 66, Suspicious_Value: 1
Stetemnet: 67, Suspicious_Value: 1
Stetemnet: 68, Suspicious_Value: 1
Stetemnet: 69, Suspicious_Value: 1
Stetemnet: 70, Suspicious_Value: 1
Stetemnet: 71, Suspicious_Value: 1
Stetemnet: 72, Suspicious_Value: 1
Stetemnet: 74, Suspicious_Value: 1
Stetemnet: 75, Suspicious_Value: 1
Stetemnet: 76, Suspicious_Value: 1
Stetemnet: 78, Suspicious_Value: 1
Stetemnet: 80, Suspicious_Value: 1
Stetemnet: 81, Suspicious_Value: 1
Stetemnet: 82, Suspicious_Value: 1
Stetemnet: 83, Suspicious_Value: 1
Stetemnet: 84, Suspicious_Value: 1
Stetemnet: 9, Suspicious_Value: 0.645161
Stetemnet: 11, Suspicious_Value: 0.524194
Stetemnet: 13, Suspicious_Value: 0.524194
Stetemnet: 15, Suspicious_Value: 0.524194
Stetemnet: 17, Suspicious_Value: 0.524194
Stetemnet: 19, Suspicious_Value: 0.475806
Stetemnet: 4, Suspicious_Value: 0.334677
Stetemnet: 5, Suspicious_Value: 0.334677
Stetemnet: 12, Suspicious_Value: 0.322581
Stetemnet: 16, Suspicious_Value: 0.322581
Stetemnet: 29, Suspicious_Value: 0.322581
Stetemnet: 31, Suspicious_Value: 0.322581
Stetemnet: 33, Suspicious_Value: 0.322581
Stetemnet: 35, Suspicious_Value: 0.322581
Stetemnet: 49, Suspicious_Value: 0.322581
Stetemnet: 51, Suspicious_Value: 0.322581
Stetemnet: 53, Suspicious_Value: 0.322581
Stetemnet: 55, Suspicious_Value: 0.322581
Stetemnet: 57, Suspicious_Value: 0.322581
Stetemnet: 59, Suspicious_Value: 0.322581
Stetemnet: 20, Suspicious_Value: 0.21371
Stetemnet: 22, Suspicious_Value: 0.21371
Stetemnet: 24, Suspicious_Value: 0.21371
Stetemnet: 26, Suspicious_Value: 0.21371
Stetemnet: 28, Suspicious_Value: 0.21371
Stetemnet: 10, Suspicious_Value: 0.209677
Stetemnet: 89, Suspicious_Value: 0.205645
Stetemnet: 91, Suspicious_Value: 0.205645
Stetemnet: 93, Suspicious_Value: 0.205645
Stetemnet: 94, Suspicious_Value: 0.205645
Stetemnet: 95, Suspicious_Value: 0.205645
Stetemnet: 96, Suspicious_Value: 0.129032
Stetemnet: 98, Suspicious_Value: 0.129032
Stetemnet: 99, Suspicious_Value: 0.129032
Stetemnet: 100, Suspicious_Value: 0.129032
Stetemnet: 18, Suspicious_Value: 0.0604839
Stetemnet: 25, Suspicious_Value: 0.0282258
Stetemnet: 85, Suspicious_Value: 0.0282258
Stetemnet: 87, Suspicious_Value: 0.0282258
Stetemnet: 88, Suspicious_Value: 0.0282258
Stetemnet: 7, Suspicious_Value: 0.00403226
Stetemnet: 8, Suspicious_Value: 0.00403226
Stetemnet: 14, Suspicious_Value: 0.00403226
Stetemnet: 21, Suspicious_Value: 0.00403226
Stetemnet: 36, Suspicious_Value: 0.00403226
Stetemnet: 38, Suspicious_Value: 0.00403226
Stetemnet: 40, Suspicious_Value: 0.00403226
Stetemnet: 42, Suspicious_Value: 0.00403226
Stetemnet: 44, Suspicious_Value: 0.00403226
Stetemnet: 46, Suspicious_Value: 0.00403226
Stetemnet: 48, Suspicious_Value: 0.00403226
Stetemnet: 56, Suspicious_Value: 0.00403226
Stetemnet: 187, Suspicious_Value: 0.00403226
Stetemnet: 188, Suspicious_Value: 0.00403226
Stetemnet: 189, Suspicious_Value: 0.00403226
Stetemnet: 190, Suspicious_Value: 0.00403226
Stetemnet: 191, Suspicious_Value: 0.00403226
Stetemnet: 192, Suspicious_Value: 0.00403226
Stetemnet: 193, Suspicious_Value: 0.00403226
Stetemnet: 1, Suspicious_Value: 0
Stetemnet: 2, Suspicious_Value: 0
Stetemnet: 3, Suspicious_Value: 0
Stetemnet: 6, Suspicious_Value: 0
Stetemnet: 23, Suspicious_Value: 0
Stetemnet: 27, Suspicious_Value: 0
Stetemnet: 30, Suspicious_Value: 0
Stetemnet: 32, Suspicious_Value: 0
Stetemnet: 34, Suspicious_Value: 0
Stetemnet: 37, Suspicious_Value: 0
Stetemnet: 39, Suspicious_Value: 0
Stetemnet: 41, Suspicious_Value: 0
Stetemnet: 43, Suspicious_Value: 0
Stetemnet: 45, Suspicious_Value: 0
Stetemnet: 47, Suspicious_Value: 0
Stetemnet: 50, Suspicious_Value: 0
Stetemnet: 52, Suspicious_Value: 0
Stetemnet: 54, Suspicious_Value: 0
Stetemnet: 58, Suspicious_Value: 0
Stetemnet: 61, Suspicious_Value: 0
Stetemnet: 63, Suspicious_Value: 0
Stetemnet: 65, Suspicious_Value: 0
