Stetemnet: 273, Suspicious_Value: 1
Stetemnet: 268, Suspicious_Value: 0.978723
Stetemnet: 270, Suspicious_Value: 0.93617
Stetemnet: 272, Suspicious_Value: 0.93617
Stetemnet: 69, Suspicious_Value: 0.808511
Stetemnet: 70, Suspicious_Value: 0.808511
Stetemnet: 347, Suspicious_Value: 0.787234
Stetemnet: 890, Suspicious_Value: 0.723404
Stetemnet: 891, Suspicious_Value: 0.723404
Stetemnet: 892, Suspicious_Value: 0.723404
Stetemnet: 893, Suspicious_Value: 0.723404
Stetemnet: 680, Suspicious_Value: 0.595745
Stetemnet: 681, Suspicious_Value: 0.595745
Stetemnet: 683, Suspicious_Value: 0.595745
Stetemnet: 684, Suspicious_Value: 0.595745
Stetemnet: 685, Suspicious_Value: 0.595745
Stetemnet: 694, Suspicious_Value: 0.595745
Stetemnet: 697, Suspicious_Value: 0.595745
Stetemnet: 698, Suspicious_Value: 0.595745
Stetemnet: 699, Suspicious_Value: 0.595745
Stetemnet: 706, Suspicious_Value: 0.595745
Stetemnet: 707, Suspicious_Value: 0.595745
Stetemnet: 708, Suspicious_Value: 0.595745
Stetemnet: 709, Suspicious_Value: 0.595745
Stetemnet: 710, Suspicious_Value: 0.595745
Stetemnet: 711, Suspicious_Value: 0.595745
Stetemnet: 712, Suspicious_Value: 0.595745
Stetemnet: 723, Suspicious_Value: 0.595745
Stetemnet: 724, Suspicious_Value: 0.595745
Stetemnet: 725, Suspicious_Value: 0.595745
Stetemnet: 726, Suspicious_Value: 0.595745
Stetemnet: 730, Suspicious_Value: 0.595745
Stetemnet: 955, Suspicious_Value: 0.595745
Stetemnet: 182, Suspicious_Value: 0.574468
Stetemnet: 183, Suspicious_Value: 0.574468
Stetemnet: 184, Suspicious_Value: 0.574468
Stetemnet: 185, Suspicious_Value: 0.574468
Stetemnet: 186, Suspicious_Value: 0.574468
Stetemnet: 71, Suspicious_Value: 0.531915
Stetemnet: 72, Suspicious_Value: 0.531915
Stetemnet: 959, Suspicious_Value: 0.531915
Stetemnet: 960, Suspicious_Value: 0.510638
Stetemnet: 51, Suspicious_Value: 0.489362
Stetemnet: 52, Suspicious_Value: 0.489362
Stetemnet: 53, Suspicious_Value: 0.489362
Stetemnet: 54, Suspicious_Value: 0.489362
Stetemnet: 55, Suspicious_Value: 0.489362
Stetemnet: 58, Suspicious_Value: 0.489362
Stetemnet: 67, Suspicious_Value: 0.489362
Stetemnet: 68, Suspicious_Value: 0.489362
Stetemnet: 108, Suspicious_Value: 0.489362
Stetemnet: 113, Suspicious_Value: 0.489362
Stetemnet: 138, Suspicious_Value: 0.489362
Stetemnet: 140, Suspicious_Value: 0.489362
Stetemnet: 149, Suspicious_Value: 0.489362
Stetemnet: 150, Suspicious_Value: 0.489362
Stetemnet: 151, Suspicious_Value: 0.489362
Stetemnet: 152, Suspicious_Value: 0.489362
Stetemnet: 153, Suspicious_Value: 0.489362
Stetemnet: 154, Suspicious_Value: 0.489362
Stetemnet: 155, Suspicious_Value: 0.489362
Stetemnet: 156, Suspicious_Value: 0.489362
Stetemnet: 157, Suspicious_Value: 0.489362
Stetemnet: 170, Suspicious_Value: 0.489362
Stetemnet: 171, Suspicious_Value: 0.489362
Stetemnet: 173, Suspicious_Value: 0.489362
Stetemnet: 174, Suspicious_Value: 0.489362
Stetemnet: 175, Suspicious_Value: 0.489362
Stetemnet: 176, Suspicious_Value: 0.489362
Stetemnet: 226, Suspicious_Value: 0.489362
Stetemnet: 227, Suspicious_Value: 0.489362
Stetemnet: 228, Suspicious_Value: 0.489362
Stetemnet: 229, Suspicious_Value: 0.489362
Stetemnet: 232, Suspicious_Value: 0.489362
Stetemnet: 234, Suspicious_Value: 0.489362
Stetemnet: 348, Suspicious_Value: 0.489362
Stetemnet: 381, Suspicious_Value: 0.489362
Stetemnet: 382, Suspicious_Value: 0.489362
Stetemnet: 384, Suspicious_Value: 0.489362
Stetemnet: 385, Suspicious_Value: 0.489362
Stetemnet: 386, Suspicious_Value: 0.489362
Stetemnet: 389, Suspicious_Value: 0.489362
Stetemnet: 91, Suspicious_Value: 0.468085
Stetemnet: 387, Suspicious_Value: 0.468085
Stetemnet: 388, Suspicious_Value: 0.468085
Stetemnet: 1, Suspicious_Value: 0.404255
Stetemnet: 2, Suspicious_Value: 0.404255
Stetemnet: 3, Suspicious_Value: 0.404255
Stetemnet: 4, Suspicious_Value: 0.404255
Stetemnet: 6, Suspicious_Value: 0.404255
Stetemnet: 7, Suspicious_Value: 0.404255
Stetemnet: 8, Suspicious_Value: 0.404255
Stetemnet: 9, Suspicious_Value: 0.404255
Stetemnet: 10, Suspicious_Value: 0.404255
Stetemnet: 11, Suspicious_Value: 0.404255
Stetemnet: 73, Suspicious_Value: 0.404255
Stetemnet: 74, Suspicious_Value: 0.404255
Stetemnet: 75, Suspicious_Value: 0.404255
Stetemnet: 76, Suspicious_Value: 0.404255
Stetemnet: 77, Suspicious_Value: 0.404255
