Stetemnet: 1, Suspicious_Value: 1
Stetemnet: 2, Suspicious_Value: 1
Stetemnet: 3, Suspicious_Value: 1
Stetemnet: 4, Suspicious_Value: 1
Stetemnet: 5, Suspicious_Value: 1
Stetemnet: 6, Suspicious_Value: 1
Stetemnet: 7, Suspicious_Value: 1
Stetemnet: 8, Suspicious_Value: 1
Stetemnet: 9, Suspicious_Value: 1
Stetemnet: 10, Suspicious_Value: 1
Stetemnet: 11, Suspicious_Value: 1
Stetemnet: 12, Suspicious_Value: 1
Stetemnet: 13, Suspicious_Value: 1
Stetemnet: 20, Suspicious_Value: 1
Stetemnet: 21, Suspicious_Value: 1
Stetemnet: 22, Suspicious_Value: 1
Stetemnet: 23, Suspicious_Value: 1
Stetemnet: 24, Suspicious_Value: 1
Stetemnet: 31, Suspicious_Value: 1
Stetemnet: 34, Suspicious_Value: 1
Stetemnet: 36, Suspicious_Value: 1
Stetemnet: 37, Suspicious_Value: 1
Stetemnet: 38, Suspicious_Value: 1
Stetemnet: 39, Suspicious_Value: 1
Stetemnet: 40, Suspicious_Value: 1
Stetemnet: 41, Suspicious_Value: 1
Stetemnet: 42, Suspicious_Value: 1
Stetemnet: 43, Suspicious_Value: 1
Stetemnet: 44, Suspicious_Value: 1
Stetemnet: 45, Suspicious_Value: 1
Stetemnet: 46, Suspicious_Value: 1
Stetemnet: 47, Suspicious_Value: 1
Stetemnet: 48, Suspicious_Value: 1
Stetemnet: 49, Suspicious_Value: 1
Stetemnet: 50, Suspicious_Value: 1
Stetemnet: 51, Suspicious_Value: 1
Stetemnet: 52, Suspicious_Value: 1
Stetemnet: 53, Suspicious_Value: 1
Stetemnet: 54, Suspicious_Value: 1
Stetemnet: 55, Suspicious_Value: 1
Stetemnet: 56, Suspicious_Value: 1
Stetemnet: 57, Suspicious_Value: 1
Stetemnet: 58, Suspicious_Value: 1
Stetemnet: 59, Suspicious_Value: 1
Stetemnet: 60, Suspicious_Value: 1
Stetemnet: 61, Suspicious_Value: 1
Stetemnet: 64, Suspicious_Value: 1
Stetemnet: 65, Suspicious_Value: 1
Stetemnet: 66, Suspicious_Value: 1
Stetemnet: 67, Suspicious_Value: 1
Stetemnet: 70, Suspicious_Value: 1
Stetemnet: 79, Suspicious_Value: 1
Stetemnet: 80, Suspicious_Value: 1
Stetemnet: 81, Suspicious_Value: 1
Stetemnet: 82, Suspicious_Value: 1
Stetemnet: 88, Suspicious_Value: 1
Stetemnet: 89, Suspicious_Value: 1
Stetemnet: 94, Suspicious_Value: 1
Stetemnet: 95, Suspicious_Value: 1
Stetemnet: 96, Suspicious_Value: 1
Stetemnet: 97, Suspicious_Value: 1
Stetemnet: 100, Suspicious_Value: 1
Stetemnet: 112, Suspicious_Value: 1
Stetemnet: 113, Suspicious_Value: 1
Stetemnet: 116, Suspicious_Value: 1
Stetemnet: 117, Suspicious_Value: 1
Stetemnet: 118, Suspicious_Value: 1
Stetemnet: 119, Suspicious_Value: 1
Stetemnet: 120, Suspicious_Value: 1
Stetemnet: 123, Suspicious_Value: 1
Stetemnet: 134, Suspicious_Value: 1
Stetemnet: 135, Suspicious_Value: 1
Stetemnet: 141, Suspicious_Value: 1
Stetemnet: 143, Suspicious_Value: 1
Stetemnet: 145, Suspicious_Value: 1
Stetemnet: 147, Suspicious_Value: 1
Stetemnet: 177, Suspicious_Value: 1
Stetemnet: 178, Suspicious_Value: 1
Stetemnet: 179, Suspicious_Value: 1
Stetemnet: 180, Suspicious_Value: 1
Stetemnet: 181, Suspicious_Value: 1
Stetemnet: 182, Suspicious_Value: 1
Stetemnet: 183, Suspicious_Value: 1
Stetemnet: 184, Suspicious_Value: 1
Stetemnet: 185, Suspicious_Value: 1
Stetemnet: 186, Suspicious_Value: 1
Stetemnet: 187, Suspicious_Value: 1
Stetemnet: 188, Suspicious_Value: 1
Stetemnet: 189, Suspicious_Value: 1
Stetemnet: 190, Suspicious_Value: 1
Stetemnet: 191, Suspicious_Value: 1
Stetemnet: 194, Suspicious_Value: 1
Stetemnet: 203, Suspicious_Value: 1
Stetemnet: 204, Suspicious_Value: 1
Stetemnet: 205, Suspicious_Value: 1
Stetemnet: 206, Suspicious_Value: 1
Stetemnet: 207, Suspicious_Value: 1
Stetemnet: 208, Suspicious_Value: 1
Stetemnet: 209, Suspicious_Value: 1
Stetemnet: 210, Suspicious_Value: 1
